3.044254439689613179e-01 2.621402724478398283e-01 1.527429922325790612e-01 4.529375124587517454e-02 -1.209204148742091221e-02 -1.872831329195049146e-02 -3.290817655444392472e-03 9.803929860885239253e-03 1.296697285718536111e-02 9.390202829287055963e-03 4.632404657586758172e-03 1.491803539676978549e-03 -2.147926507698663526e-04 -2.213049153751673204e-03 -5.164398392541584906e-03 -7.894006754569065504e-03 -9.691042718613960411e-03 -9.629097571019162166e-03 -6.656359334866036523e-03 -2.058498555581188012e-03 2.385297998513053689e-03
2.616404852589582775e-01 2.210475819432145272e-01 1.141836047643510765e-01 8.635369063685196384e-03 -4.680478523780865624e-02 -5.022798620052209423e-02 -2.774213132375447435e-02 -4.140674836540797141e-03 8.500366715314924132e-03 1.087706340662985757e-02 8.353732350326742440e-03 4.336386497460679654e-03 1.173294406456943696e-03 -5.302601702290341652e-04 -1.746857563907651791e-03 -3.201714665201280379e-03 -4.295356173578158965e-03 -3.386414353793222500e-03 -7.088329090251859138e-04 2.297356863336221921e-03 3.708170713538595179e-03
2.786082775599223460e-01 2.383535229459790017e-01 1.439776699648162295e-01 5.534307946281323554e-02 9.742243484973949277e-03 1.945756041485186688e-03 5.354361493962985288e-03 2.807921859904533544e-03 -4.902469742701653227e-03 -8.566596351417911370e-03 -5.361622283134794172e-03 9.858653407416539081e-04 4.864329795849060833e-03 5.549525296429821258e-03 5.883768942275977021e-03 7.513805782189432285e-03 8.983539865917123182e-03 1.011804836497791002e-02 1.118643708944387985e-02 1.139147391427225951e-02 1.162312928848719014e-02
2.748570715368007789e-01 2.279052039919946260e-01 1.154562197726050898e-01 9.080228117465793253e-03 -4.018207850324140296e-02 -3.689612682111099995e-02 -1.429685294282464006e-02 4.555422999365473999e-03 1.228883998156691040e-02 1.109817099561736034e-02 5.835467787763836366e-03 -1.027129423673785397e-03 -8.741233086958627094e-03 -1.580443018497061647e-02 -2.208265386043245515e-02 -2.787932661122870248e-02 -3.364918632736123988e-02 -3.853781981636279080e-02 -4.073749580031924000e-02 -3.926753814506095397e-02 -3.392027821623451456e-02
2.931128037708113920e-01 2.600546997282125461e-01 1.672479927076017669e-01 8.091531546234483063e-02 4.199729411612183189e-02 4.272504315531384933e-02 4.989206859277597883e-02 4.279051942618150584e-02 2.649600728990526843e-02 1.239670606960055835e-02 6.424131698363058814e-03 8.339277531882616917e-03 1.354115496118812531e-02 1.650884216199359489e-02 1.717355610607513780e-02 1.718852993510597282e-02 1.664648999095037427e-02 1.630109921455752051e-02 1.634537742283678416e-02 1.633777434849154747e-02 1.509610826750126290e-02
3.225091020177711099e-01 2.778492057836783324e-01 1.793960071912572007e-01 8.664065154987220241e-02 3.628237084431919224e-02 2.310121054024399587e-02 1.997599146894242159e-02 1.030545955700424773e-02 -1.525961502445284971e-03 -7.366570779312078647e-03 -5.929578228368259651e-03 2.734608439139908816e-04 5.472074111938711287e-03 6.909363845766778624e-03 5.860750966233206800e-03 2.677482539882387186e-03 -3.974054248581767451e-03 -1.224212052333306135e-02 -1.967725418413166644e-02 -2.630603048969479968e-02 -3.118251562530651930e-02
3.092874607596020065e-01 2.737139801350793600e-01 1.676673043598796153e-01 5.880616614230056716e-02 -2.850450024741311462e-03 -1.551347121427742483e-02 -6.437452729920143182e-03 6.911898625512110511e-04 -1.211251653720071884e-04 -4.081583516615690937e-03 -5.789108532623682413e-03 -5.651031596811965235e-03 -7.364063729390074066e-03 -1.136927204340396243e-02 -1.493520559485521718e-02 -1.574398244570523325e-02 -1.226727833933593734e-02 -5.320273606109151947e-03 2.894459581496716498e-03 9.520596657866548657e-03 1.319431367482944151e-02
2.385631898486202107e-01 2.037676889800983104e-01 1.085212687391777647e-01 1.530646573813204160e-02 -3.047266990735458814e-02 -3.011214419402873793e-02 -1.369537007556628078e-02 -5.238201051260717514e-03 -7.154790580569448701e-03 -1.303530113326845097e-02 -1.687996450798116832e-02 -1.741911805606620456e-02 -1.734760795974316788e-02 -1.829290302864133508e-02 -2.036478253423508467e-02 -2.245321899259764692e-02 -2.251542877671898826e-02 -1.912305713026126938e-02 -1.267163485013291999e-02 -6.710833834021448507e-03 -3.407977279365851167e-03
2.708013665068693676e-01 2.425074000782442563e-01 1.494579659466085952e-01 5.648677544756776359e-02 1.029877851155599697e-02 9.341490766713795788e-03 2.098491245761696308e-02 2.316291020431203093e-02 1.684223739039673873e-02 8.454265982138992400e-03 1.599725682301928473e-03 -3.415552679758127042e-03 -6.434840219983205961e-03 -6.344612432982579819e-03 -4.637338497108319316e-03 -2.703683871859403377e-03 3.706753896681432361e-04 6.510693802558984236e-03 1.520785602527757914e-02 2.340271138387927177e-02 2.812855319961393014e-02
2.514536275246284647e-01 2.172086256611698296e-01 1.300511746542209190e-01 5.157361653989711581e-02 1.953487286575839033e-02 2.718775446858412437e-02 4.511473969339620249e-02 4.973352217503398259e-02 3.902736012186758946e-02 2.358786974191449948e-02 1.287130205437177037e-02 7.276539067508136505e-03 3.681023555721668616e-03 2.045516653250659123e-03 2.196464687739834235e-03 4.143472262676594492e-03 7.707711259124616632e-03 1.294530111292756420e-02 1.934806329377686263e-02 2.327840106433652287e-02 2.269268368104642580e-02
